name,phone,email,email_host,website,category,address,city,state,zip,country,google_rank,facebook_url,instagram_url,twitter_url,linkedin_url,googlestars,googlereviewscount,yelpstars,yelpreviewscount,facebookstars,facebookreviewscount,facebookpixel,googlepixel,criteopixel,seo_schema,googleanalytics,linkedinanalytics,uses_wordpress,mobilefriendly,uses_shopify,domain_registration,domain_expiration,domain_registrar,domain_nameserver,instagram_name,instagram_is_verified,instagram_is_business_account,instagram_media_count,instagram_highlight_reel_count,instagram_followers,instagram_following,instagram_category,instagram_average_likes,instagram_average_comments,ads_yelp,ads_facebook,ads_instagram,ads_messenger,ads_adwords,g_maps,g_maps_claimed,search_keyword,search_city
King's Garden H O A,19727120960,derrick@whitepalmpressurewash.com,outlook.com,https://www.kingsgardenfrisco.com/,Outdoor swimming pool,9585 Mirror Fountain Circle,Frisco,Tx,75034,US,,,https://www.instagram.com/irealtygroup,,,5,1,,,,,n,n,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Innovative Realty Group,,1,22,,132,109,Real Estate,17,1,,,,,,"https://maps.google.com/maps/place/King's+Garden+H+O+A/@33.157382965088,-96.854682922363,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x871AF8F6C90F52EB!8m2!3d33.157382965088!4d-96.854682922363",unclaimed,Restaurants,Little Elm
Palio's Pizza Cafe Hickory Creek,19404977020,palios.hickorycreek@mkonnekt.com,godaddy.com,https://www.palioshickorycreek.com/,Pizza restaurant,4080 Swisher Rd,Hickory Creek,TX,75065,US,,,https://www.instagram.com/palioshickorycreek,https://www.twitter.com/palioshickorycreek,,4.5,561,,,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,googledomains.com,Palio's Pizza Cafe-Hickory Cr,,1,509,,88,179,Restaurants,4,,,,,,,https://g.page/palioshickorycreek,unclaimed,Restaurants,Little Elm
Spicy Tails,14697759868,danielle@spicytailstx.com,google.com,http://www.spicytailstx.com,Seafood,26785 E University Dr,Aubrey,TX,76227,US,,https://www.facebook.com/spicytailstx,https://www.instagram.com/spicytailstx,https://www.twitter.com/spicytailstx,,,,3.5,17,5,46,y,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Spicy Tails 2 Geaux,,1,565,3,5224,189,Food Truck,8,,,,,,,,,Restaurants,Little Elm
Lakefront Energy,14696044715,lakefrontenergy@gmail.com,google.com,https://lakefrontenergy.square.site,Juice Bars & Smoothies,800 W Eldorado Pkwy Ste 206,Little Elm,TX,75068,US,,,,,,5,39,5,9,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,"Markmonitor, Inc (tlds)",reigningbeautyllc.square.site,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Lakefront+Energy/@33.154959977559,-96.943375253533,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x33FD82CEEEA7810E!8m2!3d33.154959977559!4d-96.943375253533",claimed,Restaurants,Little Elm
Southern Exchange Kitchen,14696267446,info@southernexchangekitchen.com,godaddy.com,https://southernexchangekitchen.com,Food Trucks,19019 Midway Rd,Dallas ,TX,75287,US,,,https://www.instagram.com/southernexchangekitchen,,,,,4.3,9,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,"Hostinger Operations, Uab",domaincontrol.com,Southern Exchange Kitchen,,1,48,2,4440,65,Restaurant,1087,24,,,,,,,,Restaurants,Little Elm
Gift of Taste Kitchen,19726263219,giftoftastekitchen@gmail.com,google.com,http://www.giftoftastekitchen.com,Food Trucks,,Little Elm,TX,75068,US,,https://www.facebook.com/giftoftastekitchen,https://www.instagram.com/giftoftastekitchen,,,,,3,2,5,9,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains,googledomains.com,Gift of Taste Kitchen - Caribbean Cuisine,,1,33,,95,60,Food Truck,5,,,,,,,,,Restaurants,Little Elm
Taqueria De JaIisco #2,19569698383,taqueriadejaiisco2.shop@gmail.com,google.com,https://taqueriadejaiisco2.shop/,Mexican restaurant,108 N Texas Blvd,Weslaco,TX,78596,US,,,,,,4.1,1425,2.5,22,,,n,y,n,y,y,n,n,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Taqueria+De+JaIisco+#2/@26.1627964,-97.9909196,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xAD429A61487538C4!8m2!3d26.1627964!4d-97.9909196",claimed,Restaurants,Weslaco
Teddy’s Barbecue,19565326124,catering@teddysrgv.com,google.com,http://teddysrgv.com/,Barbecue restaurant,2807 N Texas Blvd,Weslaco,TX,78599,US,33,,https://www.instagram.com/teddysbarbecue,,,4.6,594,4.6,103,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,googledomains.com,Teddy's Barbecue,,1,2525,2,22382,1017,Barbecue Restaurant,67,1,,,,,,"https://maps.google.com/maps/place/Teddy’s+Barbecue/@26.1874,-97.9914768,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x3F8D8E5C290887D0!8m2!3d26.1874!4d-97.9914768",claimed,Restaurants,Weslaco
Pizza Xpress Weslaco La Pizza Perfecta,19568544223,pizzaxpresslapizzaperfecta@gmail.com,google.com,http://pizzaxpresslapizzaperfecta.com/,Pizza restaurant,2422 Business Hwy 83 E,Weslaco,TX,78596,US,,,https://www.instagram.com/pizzaxpressedinburg,,,4.6,1001,3.5,8,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Pizza Express Edinburg,,1,62,1,440,11,Pizza place,8,,,,,,,https://g.page/LaPizzaPerfecta,claimed,Restaurants,Weslaco
T-Ghost BBQ,15126090508,tghostbbq@gmail.com,google.com,https://t-ghost-bbq.square.site/,Catering food and drink supplier,400 S Kansas Ave,Weslaco,TX,78596,US,,,,,,4.6,91,,,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,"Markmonitor, Inc (tlds)",reigningbeautyllc.square.site,,,,,,,,,,,,,,,,https://g.page/TGhostBBQ,claimed,Restaurants,Weslaco
The Soup Doctors,19564101333,soupdoctors@gmail.com,google.com,https://www.soupdoctors.com/,Soup restaurant,2401 W Expy 83,Weslaco,TX,78599,US,,,,,,4.8,50,5,9,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,wix.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/The+Soup+Doctors/@26.1736765,-98.0147057,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x4F109C68DBFF2FEB!8m2!3d26.1736765!4d-98.0147057",claimed,Restaurants,Weslaco
Pins &amp; Cues Bowling Center,19568544290,pinsncues@gmail.com,google.com,https://pinsandcues.weebly.com/,Bowling Alley,514 Plaza Los Encinos,Weslaco,TX,78596,US,,https://www.facebook.com/pinsandcuess,https://www.instagram.com/pinsandcues,https://www.twitter.com/pinsncues,,4.1,476,2.9,14,,3,n,n,n,n,y,n,n,y,n,1970-01-01,1970-01-01,Safenames,donnysrealestate.weebly.com,Pins & Cues Bowling Center,,1,350,1,476,19,Personal Goods & General Merchandise Stores,7,,,,,,,https://g.page/pinsandcuesweslaco,claimed,Restaurants,Weslaco
Alicias Restaurant,19565142521,aliciasrestaurant2006@gmail.com,google.com,https://www.alicias-restaurant.com/,Mexican restaurant,1402 W 2nd St,Mercedes,TX,78570,US,,,,,,4.2,360,3.7,3,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Alicias+Restaurant/@26.1493662,-97.9242485,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xFBF2F630AD88B524!8m2!3d26.1493662!4d-97.9242485",claimed,Restaurants,Weslaco
Don Birria Tacos y Mas LLC,19563327910,donbirriatacosymasllc.shop@gmail.com,google.com,https://donbirriatacosymasllc.shop/,Taco restaurant,1400 Business Hwy 83 E,Weslaco,TX,78596,US,,,https://www.instagram.com/donbirriatacosymas_rgv,,,4.3,676,4.2,21,,,n,y,n,y,y,n,n,y,n,,,,,Don Birria Tacos y Mas,,1,86,2,1862,1563,Mexican Restaurant,37,1,,,,,,https://g.page/don-birria-tacos-y-mas,claimed,Restaurants,Weslaco
Mercado Weslaco/Cantina La Campana,19563363672,mercadoweslaco@gmail.com,google.com,https://www.mercadoweslaco.com/,Bar,418 S Texas Blvd Suite A,Weslaco,TX,78596,US,,,https://www.instagram.com/cantinalacampana,,,4.7,54,3,2,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,googledomains.com,Cantina La Campana,,1,718,2,769,112,Entrepreneur,6,,,,,,,"https://maps.google.com/maps/place/Mercado+Weslaco/Cantina+La+Campana/@26.157621,-97.9907858,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x15ED95DCE9A82BE8!8m2!3d26.157621!4d-97.9907858",claimed,Restaurants,Weslaco
Suspiros Cakes,19565932253,info@suspirosrgv.com,mailgun.com,https://suspirosrgv.com/,Cake shop,502 E Expressway 83 Suite C,Weslaco,TX,78596,US,,https://www.facebook.com/suspiroscakesbrownsville,https://www.instagram.com/suspiroscakesbrownsville,,,4.4,29,,,5,5,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,"Hostinger Operations, Uab",dns-parking.com,Suspiros Cakes Brownsville,,1,570,5,1985,3027,Product/service,5,,,1,,,,"https://maps.google.com/maps/place/Suspiros+Cakes/@26.1721382,-97.9857585,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x75CA4E9E19C5D73E!8m2!3d26.1721382!4d-97.9857585",claimed,Restaurants,Weslaco
Gigis Restaurant & Cafe,19565672234,marigigi8@gmail.com,google.com,http://gigisrestaurantcafe.com/,Restaurant,1307 W Santa Rosa Ave,Edcouch,TX,78538,US,,https://www.facebook.com/gigisrestaurantandcaffe,https://www.instagram.com/gigisrest_tx_official,,,4.8,592,,,5,576,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,3dcart.com,Gigis Restraunt & Cafe,,1,1342,,210,154,,1,,,,,,,"https://maps.google.com/maps/place/Gigis+Restaurant+&+Cafe/@26.2933114,-97.9746609,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x82A679329719D388!8m2!3d26.2933114!4d-97.9746609",claimed,Restaurants,Weslaco
Sevilla Cafe,19564474543,contact@sevillarestaurantandbar.com,self_hosted,http://www.sevillarestaurantandbar.com/,Cafe,241 S Texas Blvd,Weslaco,TX,78596,US,,,https://www.instagram.com/sevilla_restaurant,https://www.twitter.com/spanishfare,,4.4,563,4.2,21,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Tucows Domains,dns-solutions.net,Sevilla Restaurant and Bar,,,107,14,5711,1292,,129,5,,,,,,"https://maps.google.com/maps/place/Sevilla+Cafe/@26.160535812378,-97.990455627441,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x9F4F837D3CBBF6A2!8m2!3d26.160535812378!4d-97.990455627441",unclaimed,Restaurants,Weslaco
Taqueria Senor Taco,19569752558,caterings@senortacony.com,proofpoint.com,http://www.senortacony.com/,Mexican restaurant,1421 N Westgate Dr,Weslaco,TX,78599,US,,,https://www.instagram.com/senortacogrill,,,4.1,778,,,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Senor Taco Mexican Grill,,1,86,2,913,391,Restaurants,36,2,,,,,,https://g.page/,unclaimed,Restaurants,Weslaco
El Malecon Seafood&Mexican Restaurant,19568544214,chamber@weslaco.com,outlook.com,https://business.weslaco.com/,Seafood restaurant,2445 N International Blvd,Weslaco,TX,78599,US,2,,https://www.instagram.com/weslaco_chamber,https://www.twitter.com/weslacochamber,https://www.linkedin.com/company/15536695,2.3,40,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Enom,business.weslaco.com,Weslaco Area Chamber of Commerce & Visitors Center,,1,1348,13,2083,244,Community,22,,,,,,,"https://maps.google.com/maps/place/El+Malecon+Seafood&Mexican+Restaurant/@26.184085845947,-97.959487915039,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x30C7879AAFA3CAAB!8m2!3d26.184085845947!4d-97.959487915039",unclaimed,Restaurants,Weslaco
El Ahuehuete Tequila And Grill,19569682424,askthelibrarian@weslacopl.us,outlook.com,https://www.weslacotx.gov/agendas/june2016/16-06-07_agenda.pdf,Mexican restaurant,2708 N Texas Bulvd,Weslaco,TX,78599,US,,https://www.facebook.com/texasonionfest,,https://www.twitter.com/cityofweslaco,,4.4,1143,,,4,56,n,n,n,n,y,n,n,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/El+Ahuehuete+Tequila+And+Grill/@26.186292648315,-97.991172790527,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x243C43D8E1840ECE!8m2!3d26.186292648315!4d-97.991172790527",unclaimed,Restaurants,Weslaco
Casa De Marisco,19569681777,leonelsalazar105@gmail.com,google.com,https://casa-de-mariscos.weeblyte.com,Mexican,502 W Pike Blvd,Weslaco,TX,78596,US,,,,,,4.6,3625,4,108,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Inet Software Company,casa-de-mariscos.weeblyte.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Casa+De+Marisco/@26.1701422,-97.995095,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x25D169B7F319E8F3!8m2!3d26.1701422!4d-97.995095",claimed,Restaurants,Weslaco
Weslaco East Cafe,19569696950,dsoliz@wisd.us,google.com,http://wehs.wisd.us/mobile/default.asp,Soul Food,810 S Pleasantview Dr,Weslaco,TX,78596,US,,,,https://www.twitter.com/wehswildcats,,4.8,19,,,,,n,n,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Enom,wehs.wisd.us,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Weslaco+East+Cafe/@26.1523428,-97.9664153,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x7BFC8B8B8D485920!8m2!3d26.1523428!4d-97.9664153",claimed,Restaurants,Weslaco
Taco Landia D'donna,19564649911,tacolandia.shop@gmail.com,google.com,https://tacolandia.shop/,Mexican,407 Hooks Ave,Donna,TX,78537,US,,,https://www.instagram.com/ketortas.2020,,,4.1,587,3.7,7,,,n,y,n,y,y,n,n,y,n,,,,,Daniel Gutierrez,,1,54,,92,30,Product/service,1,,,,,,,"https://maps.google.com/maps/place/Taco+Landia+D'donna/@26.173169012267,-98.067042101134,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD0B1F1D57AC720FD!8m2!3d26.173169012267!4d-98.067042101134",claimed,Restaurants,Weslaco
Salazars Burgers Y Mas,19569738777,leonelsalazar105@gmail.com,google.com,,Hamburger restaurant,553 W Pike Blvd,Weslaco,TX,78596,US,,,,,,4.5,848,4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Salazars+Burgers+Y+Mas/@26.1697162,-97.9955202,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xABEAE26E722E182E!8m2!3d26.1697162!4d-97.9955202",claimed,Restaurants,Weslaco
Muelle 37,19564649000,gracetruckinginc@aol.com,aol.com,,Seafood,510 N Salinas Blvd,Donna,TX,78537,US,,,,,,4.5,1325,3.2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Muelle+37/@26.176695,-98.0411379,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x399A3B74AF372F0C!8m2!3d26.176695!4d-98.0411379",claimed,Restaurants,Weslaco
Xquinkles Snack-Land Weslaco,19563515297,cafesdrut@gmail.com,google.com,,Snack bar,521 Business Hwy 83 E,Weslaco,TX,78596,US,,https://www.facebook.com/cafesdrut,,,,4.3,64,,,5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Xquinkles+Snack-Land+Weslaco/@26.1581435,-97.9847285,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x74DA6894C195F266!8m2!3d26.1581435!4d-97.9847285",unclaimed,Restaurants,Weslaco
Crossroads Saloon and Steakhouse,18309923288,info@crossroads-texas.com,outlook.com,https://www.crossroads-texas.com/,Steak house,305 W Main St,Fredericksburg,TX,78624,US,,https://www.facebook.com/100054200244425,https://www.instagram.com/crossroadsfbg,https://www.twitter.com/crossroadsfbg,https://www.linkedin.com/company/crossroads-saloon,4.2,1561,,,,2,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,spillover.com,Crossroads Saloon & Steakhouse,,1,1424,,3263,216,Restaurants,7,,,,,,,"https://maps.google.com/maps/place/Crossroads+Saloon+and+Steakhouse/@30.2774984,-98.8763043,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x141154424DEB2066!8m2!3d30.2774984!4d-98.8763043",claimed,Restaurants,Fredericksburg
Barons CreekSide,18309904048,simon@baronscreekside.com,appriver.com,https://www.baronscreekside.com/,Hotel,316 Goehmann Ln,Fredericksburg,TX,78624,US,,,,,,4.9,551,,,,,y,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,dnsmadeeasy.com,,,,,,,,,,,,,,,,https://g.page/Barons-CreekSide,claimed,Restaurants,Fredericksburg
Buc's Bar &amp; Grill,18309901283,bucsbarandgrill@gmail.com,google.com,https://bucsbarandgrill.com/,Bar & grill,304 Llano St,Fredericksburg,TX,78624,US,,,,,,3.6,484,,,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,googledomains.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Buc's+Bar+&amp;+Grill/@30.276492,-98.868859,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xBEC9AE39E693CDE6!8m2!3d30.276492!4d-98.868859",claimed,Restaurants,Fredericksburg
Pasta Bella Restaurant,18309909778,pastabella@icloud.com,icloud.com,https://www.pastabellarestaurant.com/,Restaurant,103 S Llano St,Fredericksburg,TX,78624,US,,https://www.facebook.com/hibuus,,https://www.twitter.com/pastabella6,,4.4,1999,4,804,,,y,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Tucows Domains,wix.com,,,,,,,,,,,,1,1,1,,"https://maps.google.com/maps/place/Pasta+Bella+Restaurant/@30.273422,-98.8708069,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x56DF61C3F62EE433!8m2!3d30.273422!4d-98.8708069",claimed,Restaurants,Fredericksburg
Vaudeville,18309923234,bevdirector@vaudeville.com,rackspace.com,http://www.vaudeville-living.com/,Fine dining restaurant,230 E Main St,Fredericksburg,TX,78624,US,,,https://www.instagram.com/vaudeville_,,,4.5,1600,4.3,962,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Vaudeville,,1,493,5,9175,267,Shopping & retail,3,,,,,,,https://g.page/vaudeville-fredericksburg,claimed,Restaurants,Fredericksburg
Old German Bakery & Restaurant,18309979084,lutzhenschel@aol.com,aol.com,http://www.oldgermanbakeryandrestaurant.com/,German restaurant,225 W Main St,Fredericksburg,TX,78624,US,,,,,,4.5,4076,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Tucows Domains,systemdns.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Old+German+Bakery+&+Restaurant/@30.276676,-98.874906,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x147939F805D04FB1!8m2!3d30.276676!4d-98.874906",claimed,Restaurants,Fredericksburg
Fredericksburg Brewing Company,18309971646,hailey@yourbrewery.com,aplus.net,http://www.yourbrewery.com/,Restaurant,245 E Main St,Fredericksburg,TX,78624,US,,,https://www.instagram.com/fbgbrewingco,https://www.twitter.com/fbgbrewingco,,4.2,3144,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,"Global Domains International, Inc. Domaincostclub.com",carrierzone.com,Fredericksburg Brewing Company,,1,293,4,3711,317,Restaurants,5,,,,,,,"https://maps.google.com/maps/place/Fredericksburg+Brewing+Company/@30.2727284,-98.8693221,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x85996D3442519D19!8m2!3d30.2727284!4d-98.8693221",claimed,Restaurants,Fredericksburg
Rathskeller Bistro,18309905858,rathskellerrestaurant@gmail.com,google.com,https://www.rathskellerbistro.com/,German restaurant,260 E Main St,Fredericksburg,TX,78624,US,,,https://www.instagram.com/rathskellerfbg,,,4.2,2268,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Rathskeller restaurant,,1,,1,912,517,,61,12,,,,,,"https://maps.google.com/maps/place/Rathskeller+Bistro/@30.2729056,-98.8689417,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF71CA39371424C83!8m2!3d30.2729056!4d-98.8689417",claimed,Restaurants,Fredericksburg
Hondo's On Main,18309971633,music@hondosonmain.com,proofpoint.com,http://www.hondosonmain.com/,American restaurant,312 W Main St,Fredericksburg,TX,78624,US,,,https://www.instagram.com/hondosonmain,,,4.3,3171,3.6,916,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Hondo's,,1,330,,4427,21,Restaurant,5,,,,,,,"https://maps.google.com/maps/place/Hondo's+On+Main/@30.2781544,-98.8761247,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x59EF0A1A5029A600!8m2!3d30.2781544!4d-98.8761247",claimed,Restaurants,Fredericksburg
The Auslander,18309977714,norma@theauslander.com,google.com,https://theauslanderfredericksburg.com/,German restaurant,323 E Main St,Fredericksburg,TX,78624,US,,,,,,4.3,4736,3.5,1253,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,Dnc Holdings,directnic.com,,,,,,,,,,,,,,,,https://g.page/TheAuslander,claimed,Restaurants,Fredericksburg
Woerner Cafe + Catering,18309972246,woernercatering@gmail.com,google.com,https://www.woernerwarehouse.com/,Cafe,407 E Live Oak St,Fredericksburg,TX,78624,US,,https://www.facebook.com/woernerwarehouse,https://www.instagram.com/woernerwarehouse,,,4.6,910,,,5,482,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,aws.com,Woerner Warehouse,,1,73,,4755,308,Restaurants,105,4,,,,,,"https://maps.google.com/maps/place/Woerner+Cafe+++Catering/@30.2676943,-98.8720445,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xE2E11EE14D8DC3FE!8m2!3d30.2676943!4d-98.8720445",claimed,Restaurants,Fredericksburg
West End Pizza Co.,18309908646,info@westendpizzacompany.com,proofpoint.com,http://www.westendpizzacompany.com/,Pizza restaurant,207 E San Antonio St,Fredericksburg,TX,78624,US,,,https://www.instagram.com/westendpizza,https://www.twitter.com/westendpizzaco,,4.2,1742,,,,,n,n,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,West End Pizza Company,,1,782,1,2667,795,Restaurant,9,,,,,,,https://g.page/westendpizzacompany,claimed,Restaurants,Fredericksburg
Altdorf Biergarten,18309977865,altdorfmanager@mhg-tx.com,outlook.com,http://www.altdorfs.com/,German restaurant,301 W Main St,Fredericksburg,TX,78624,US,,,https://www.instagram.com/altdorfbiergarten,https://www.twitter.com/altdorfb,,4.4,2129,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,spillover.com,Altdorf Biergarten,,1,509,,1818,96,Restaurants,7,,,,,,,"https://maps.google.com/maps/place/Altdorf+Biergarten/@30.2775369,-98.8760978,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xE1532031EA808403!8m2!3d30.2775369!4d-98.8760978",claimed,Restaurants,Fredericksburg
Campo Azul Mexican Grill &amp; Bar,18309973161,ml.desingsolutions@gmail.com,google.com,http://www.campoazulfbg.com/,Mexican restaurant,413 S Washington St,Fredericksburg,TX,78624,US,,,,,,4.4,1219,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Campo+Azul+Mexican+Grill+&amp;+Bar/@30.2668508,-98.8709552,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x30EEC58C58870288!8m2!3d30.2668508!4d-98.8709552",claimed,Restaurants,Fredericksburg
PROMETHEUS PIZZA FOOD TRUCK,18304562536,prometheus.pizza@gmail.com,google.com,http://prometheus-pizza.com/,Pizza Takeaway,1180 US-87 South,Fredericksburg,TX,78624,US,,,https://www.instagram.com/prometheuspizza,,,4.6,393,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,googledomains.com,Prometheus Pizza,,1,114,5,4722,3,Entrepreneur,149,12,,,,,,"https://maps.google.com/maps/place/PROMETHEUS+PIZZA+FOOD+TRUCK/@30.2556288,-98.8719678,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x79F9AE672DB547E1!8m2!3d30.2556288!4d-98.8719678",claimed,Restaurants,Fredericksburg
THE CLUB at Barons CreekSide,18309923421,stay@baronscreekside.com,appriver.com,http://www.theclubfbg.com/,Restaurant,316 Goehmann Ln,Fredericksburg,TX,78624,US,,,,,,4.6,275,,,,,y,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,https://g.page/TheClubfbg,claimed,Restaurants,Fredericksburg
Backwoods BBQ,18309923262,debbie@backwoodsbbq.net,outlook.com,http://www.backwoodsbbq.net/,Barbecue restaurant,7152 320 FM2093,Fredericksburg,TX,78624,US,,,https://www.instagram.com/backwoods.bbq,https://www.twitter.com/backw00dsbbq,,4.5,1209,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Backwoods BBQ,,1,379,1,1610,763,Restaurants,19,1,,,,,,https://g.page/BackwoodsFredericksburg,claimed,Restaurants,Fredericksburg
Airport Diner,18309979990,reservations@hangarhotel.com,aplus.net,http://www.airportdiner.com/,Diner,155 Airport Rd,Fredericksburg,TX,78624,US,,,https://www.instagram.com/thehangarhotel,https://www.twitter.com/thehangarhotel,,4.3,534,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Domain.com - Network Solutions,carrierzone.com,The Hangar Hotel,,1,272,19,2792,552,Hotel & Lodging,345,1,,,,,,"https://maps.google.com/maps/place/Airport+Diner/@30.2445017,-98.9080196,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC2F55B855947427E!8m2!3d30.2445017!4d-98.9080196",claimed,Restaurants,Fredericksburg
Java Ranch Coffee & Provisions,18309904517,fbgjavaranch@gmail.com,google.com,https://javaranchcoffee.com/,Coffee shop,114 E Main St,Fredericksburg,TX,78624,US,,,,,,4.4,1081,,,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,Launchpad.com,hostgator.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Java+Ranch+Coffee+&+Provisions/@30.2748449,-98.8716601,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xDD66566CE20AC9!8m2!3d30.2748449!4d-98.8716601",claimed,Restaurants,Fredericksburg
Main Street Bed and Breakfast,18309970153,reservations@travelmainstreet.com,proofpoint.com,http://www.travelmainstreet.com/,Bed & breakfast,337 E Main St,Fredericksburg,TX,78624,US,,,,,,4,117,,,,,n,n,n,n,y,n,y,n,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Main+Street+Bed+and+Breakfast/@30.2715182,-98.8678613,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x48C4050EAE44720B!8m2!3d30.2715182!4d-98.8678613",claimed,Restaurants,Fredericksburg
